,IMO No,_id,上层建筑及甲板室,下次特检日期,主机型式*数量,主机建造厂,主机建造时间,主机缸数*缸径*功率*转速,净吨位,压载,发电机*功率*电压*数,各货舱容积,垂线间长,型宽,型深,干舷,平均吃水,总吨位,曾用名,甲板层数,管理公司,舱口数及舱口尺度,舱壁数,船东,船体入级符号,船体附加标志,船名(中文),船名(英文),船旗国,船籍港,船舶呼号,船舶建造厂,船舶建造地点,船舶建造时间,船舶总长,船舶登记号/船检号,船舶类型及用途,船速,货舱总容积,货舱数,"起货设备类型,安全负荷,数量",轮机入级符号,轮机附加标志,载重吨,重大改建情况,重大改建部位的建造日期,锅炉建造厂,锅炉建造时间,锅炉数*压力*受热面积,集装箱数*规格
2727,9704594,5db8528a5235e727f0558256,"Deckhouse:14.64,Poop:17.69",2020/8/16,6RT-FLEX48T-D*1;,"Shanghai Hu Dong Heavy Machinery Co., Ltd., China.",2015/2/4,6*480*8730*127,"5,122",5219,HFC6 502-64K*730*450*3;,"No. 1 Cargo Hold*(G970.83)
;No. 2 Cargo Hold*(G1944.01)
;No. 3A Cargo Hold*(G2707.19)
;No. 3B  Cargo Hold*(G3362.55)
;No. 4A Cargo Hold*(G3334.44)
;No. 4B Cargo Hold*(G2787.57)
;No. 5 Cargo Hold*(G2279.14)",139.6,23.25,11.5,3020,7.3,"9,994",,"2, Upper deck & Tween deck","Shanghai Jinjiang Shipping (Group) Co., Ltd.",1*12.640x20.200/15.306; 5*12.640x20.200; 1*12.640x12.818/7.842,"11, Fr.Nos.2,11/14,42,62,78,97,116,132,152,169,174",Super Courage Shipping S.A.,★CSA,"BWMP;FTP;Ice Class B;In-Water Survey;Loading Computer (S, I, D);PSPC(B);SOLAS II-2 Reg19",通律,MILD TUNE,"Hong Kong, China",Hong Kong,VROS2,"Jiangnan Shipyard (Group) Co., Ltd.",China,2015/8/17,147.9,15L0108,Container Ship,18.78,17385.73 M3,7,"Crane,2.5,1;Crane,3,1;Crane,4,1;Crane,0.5,2",★CSM,AUT-0;CMS;EEDI(II);SCM;SEEMP(II),"13,250",,,"Garioni Naval S.p.A,Milan,Italy.",,1*0.7*/216 m2;1*0.7*/29 m2,ho:7
2728,9561851,5db8528b5235e727f0558257,Forecastle:26.4,2020/9/17,W16V32*2;,"Wartsila Finland Oy, Finland",2012/12/1,16*320*8000*750,"2,073",3138,DSG 144n-10W*4000*690*2; DSG 99 K0-4W*2224*690*4;,"Dry bulk tank 1*(G65.41)
;Dry bulk tank 2*(G65.41)
;Dry bulk tank 3*(G65.41)
;Dry bulk tank 4*(G65.41)
;FO TK.2 PS*(G123.27)
;FO TK.2 SB*(G123.27)
;MUD/BRI TK.1 PS*(G115.93)
;MUD/BRI TK.1 SB*(G115.93)
;MUD/BRI TK.3 PS*(G116.20)
;MUD/BRI TK.3 SB",82,22,9.5,1634,6.5,"6,912",,"1,Main deck",China Oilfield Services Limited,9*; 1*116.20,"4,Fr.Nos.19,35,94,111",China Oilfield Services Limited,★CSA,"Anchor Boat;COMF(NOISE)3;COMF(VIB)3;Fire Fighting Ship 1;Helicopter Facilities;Ice Class B;In-Water Survey;Lifting Appliance;Loading Computer (S, I, D);Max. Cargo Density in Mud Tank(2.8 t/m3);Oil Recovery Ship B;SPS;Strengthen Deck;Water Spraying",海洋石油 691,HAI YANG SHI YOU 691,China,Zhanjiang,BTPX,"Wuchang Shipbuilding Industry Group Co., Ltd.",China,2015/9/18,102,15L0131,Offshore Tug/Supply Ship/Stand-by  Ship,18,856.24 M3,10,"Provision Crane,1,1;Provision Crane,10,1;Provision Crane,100,1;Provision Crane,3,1",★CSM,AUT-0;BWMS;Clean Plus;DP-2;NAV-OSV;SCM,"3,973",,,,,,
2729,9738105,5db8528c5235e727f0558258,"Deckhouse:20.8,Forecastle:12.5",2020/12/28,5S50ME-B9.2*1;,"Yichang Marine Diesel Engine Co., Ltd., China",2015/1/21,5*500*6050*99,"13,171",24950,FE 547B-8*680*450*3;,"NO.1 CARGOHOLD*(G8801.40)
;NO.2 CARGOHOLD*(G11230.60)
;NO.3 CARGOHOLD*(G10470.30)
;NO.4 CARGOHOLD*(G11230.60)
;NO.5 CARGOHOLD*(G9672.60)",176.65,30,15,4541,9.5,"24,748",,"1, Upper Deck","COSCO SHIPPING Bulk Co., Ltd.",3*19.19x20.78; 1*19.19x20.77; 1*16.79x20.78,"7； Fr. Nos. 5, 29, 65, 101, 137, 173, 208",LAN BAO HAI SHIPPING LIMITED,★CSA,"BC-A(Holds Nos. 2&4 may be Empty);BWMP;CM;COMPASS (D,F);CSR;ESP;FTP;GPR;Grab( 25 );In-Water Survey;Loading Computer (S, I, G);PSPC(B,D)",,LAN BAO HAI,"Hong Kong, China",Hong Kong,VRPA8,"Tianjin Xingang Shipbuilding Heavy Industry Co.,Ltd.",China,2015/12/29,179.99,15L0154,"Bulk Carrier, Double Side Skin",14,51405.50 M3,5,"E/R Overhead Crane,4,1;Crane,0.9,2;Provision Crane,3,2;Crane,30,4",★CSM,AUT-0;BWMS;EOM;PMS;SCM,"39,779",,,"Saacke Qingdao Marine Boiler Co., Ltd., China",,1*0.75*16.9/191 m2,
2730,9712395,5db8528c5235e727f0558259,"Deckhouse:13.2,Forecastle:16.3",2020/12/20,MAN 6S60ME-C8.2*1;,"Hyundai Heavy Industries Co., Ltd., Ulsan, Korea",2015/6/30,6*600*12050*105,"7,032",7355,FE 553D-8*1280*450*3;,"No.1 Cargo Hold*(G2673.00)
;No.2  Cargo Hold*(G6916.29)
;No.3 Cargo Hold*(G8315.95)
;No.4 Cargo Hold*(G7852.42)",169.2,27.6,14,4525,8.5,"17,119",,"1,Upper deck","SITC Shipping Management(shanghai) Co., Ltd.","1*12.60x7.85(F)
&12.60x17.974(A); 3*12.60X23.152x2","7,Fr.Nos.15,50,60,70,80,88/90,97",SITC GUANGXI Shipping Company Limited,★CSA,"BWMP;GPR;In-Water Survey;Loading Computer (S, I);PSPC(B);SOLAS II-2 Reg19",,SITC GUANGXI,"Hong Kong, China",Hong Kong,VROF6,"CSBC Corporation, Taiwan",China,2015/12/21,171.99,15L0177,Container Ship,19.5,25757.66 M3,4,"Crane,4,2",★CSM,AUT-0;BWMS;EEDI（I）;SCM,"21,355",,,"KANGRIM HEAVY INDUSTRIES CO., LTD.",,1*0.75*26.72/198.2 m2,ho:8
2731,,5db8528d5235e727f055825a,,,A202240*1; A202241*1;,"VOLVO PENTA, Sweden",2012/1/11,,18,,*11*230*1;,,16.25,7.8,1.97,0,,61,,,,,,乌鲁木齐天山大峡谷景区管理集团有限公司,★_CSA,,爱疆,AI JIANG,China,,,Fountaine Pajot (France),,2015/2/18,,15L6433,Yacht,,-,0,,★_CSM_,,,,,,,,
2732,9694816,5db8528e5235e727f055825b,Forecastle:33.4,2020/2/2,16 V 4000 M73*2;,"MTU Friedrichshafen GmbH,Germany",2013/12/15,16*170*2560*1970,163,72,HCM434E1*220*400*2;,,43.5,13.1,4.5,,1.9,546,,"1 , Upper deck",Nanhai Rescue Bureau of The Ministry of Transport,,"6 : 4-400mm,13,18,22,28,32",Nanhai Rescue Bureau of The Ministry of Transport,★CSA,Greater Coastal Service Restriction,南海救 203,NAN HAI JIU 203,China,Guangzhou,BSGR,Afai Southern Shipyard (Panyu Guangzhou) Ltd.,China,2015/2/3,49.9,15M0017,Wave Piercer Craft/Cargo/Rescue,30,-,0,,★CSM,ECM,73,,,,,,
2733,9695169,5db8528e5235e727f055825c,Deckhouse:7.2,2020/3/19,12S90ME-C9.2*1;,"Hyundai Heavy Industries Co.,Ltd., Ulsan, Korea",2014/9/22,12*900*56800*84,"86,434",45908,HSJ7 915-10P*4320*6600*4;,"No.1 Cargo Hold
;No.10 Cargo Hold
;No.2 Cargo Hold
;No.3 Cargo Hold
;No.4 Cargo Hold
;No.5 Cargo Hold
;No.6 Cargo Hold
;No.7 Cargo Hold
;No.8 Cargo Hold
;No.9 Cargo Hold",383,58.6,30.5,4757,14.5,"187,541",,2; Upper deck & 2nd deck,"Shanghai Ocean Shipping Co.,Ltd.","2*12.60x53.60
(F&M&A)
; 1*12.60x53.60
(F&A)
; 6*12.60x53.60
(F&A); 1*12.60x38.06(F)
12.60x48.14(M)
12.60x53.60(A)",13; Fr.12/26/41/67/77/87/97/107/121/130/140/150/167,"CSCL ARCTIC OCEAN SHIPPING CO., LIMITED",★_CSA,"BWMP(MEPC.127(53));In-Water Survey;Loading Computer (S, I);SOLAS II-2 Reg19",中海北冰洋,CSCL ARCTIC OCEAN,"Hong Kong, China",Hong Kong,VROD9,"Hyundai Heavy Industries Co., Ltd.",Korea,2015/3/20,399.67,15M0040,Container Ship,24.6,-,10,,★_CSM_,AUT-0;BWMS;Clean;PMS;SCM,"184,320",,,"Alfa Laval Qingdao Ltd., China",2014-05-16; 2014-09-29,1*0.7*1218 m2;1*0.7*45.7 m2,ho:23
2734,9733600,5db8528f5235e727f055825d,"Deckhouse:7.6,Forecastle:14.49",2020/6/25,5S60ME-C8.2*1;,"Shanghai Hu Dong Heavy Machinery Co., Ltd., China",2014/10/14,5*600*9010*99,"25,692",24361,FE 547A-8*560*450*3;,"No.1 Cargo Hold*(G11282.30)
;No.2 Cargo Hold*(G13464.80)
;No.3 Cargo Hold*(G13180.80)
;No.4 Cargo Hold*(G12549.40)
;No.5 Cargo Hold*(G13151.00)
;No.6 Cargo Hold*(G13236.50)
;No.7 Cargo Hold*(G12834.50)",221.5,32.26,19.8,5472,12.2,"41,872",,"1,Upper deck",Sinotrans Ship Management Limited,6*15.480*15.200; 1*15.480*13.600,8; Fr.Nos.38;68;98;128;158;188;218;246,TOP CENTRAL LIMITED,★CSA,"BC-A(Holds Nos.2, 4 & 6 may be Empty);BWMP(MEPC.127(53));CSR;ESP;Grab(20);In-Water Survey;Loading Computer (S, I, G);PSPC(B)",大凱,GREAT TRIUMPH,"Hong Kong, China",Hong Kong,VRNO2,"Jiangnan Shipyard (Group) Co., Ltd.",China,2015/6/26,225,15M0063,Bulk Carrier,14.4,89699.30 M3,7,"Crane,0.9,2;Crane,4,2",★CSM,AUT-0;BWMS;CMS;SCM,"77,835",,,"Saacke Qingdao Marine Boiler Co., Ltd.",,1*0.7*17.8/268.1 m2,
2735,9745146,5db852905235e727f055825e,Forecastle:23.8,2020/6/29,,,,,"1,150",1642,TFJ6 631-6SB92*1100*690*4;,"NO.33 FO TK*(G81.23)
;NO.38 FO TK*(G94.31)
;NO.39 FO TK*(G94.31)
;NO.40 FO TK*(G77.03)
;NO.41 FO TK*(G77.03)
;NO.42 MUD/GLYCOL TK*(G132.91)
;NO.43 MUD/GLYCOL TK*(G132.91)
;NO.44 BRINE/MUD TK*(G133.04)
;NO.45 BRINE/MUD TK*(G133.04)
;NO.46 MUD/FO TK*(G133.05)
;NO.47 BRINE/MUD TK*(G133.05)
;NO.48 BRINE TK*(G85.35)
;NO.49 BRINE/SLOP TK*(G85.35)
;NO.56 FO/BASE OIL TK*(G57.54)
;NO.57 FO/BASE OIL TK*(G57.54)
;NO.58 FO/BASE OIL TK*(G116.64)
;NO.61 FO/BASE OIL TK*(G70.23)
;NO.62 FO/BASE OIL TK*(G70.23)
;No.50 DRY BULK TK*(G60.58)
;No.51 DRY BULK TK*(G60.58)
;No.52 DRY BULK TK*(G60.58)
;No.53 DRY BULK TK*(G60.58)",70.8,17.6,7.7,1210,4.8,"2,915",,"1, Upper deck",Shipping (Zhanjiang) China Oilfield Service Limited,21*,"5& Fr.-1,10,16,65,97",China Oilfield Services Limited,★CSA,Fire Fighting Ship 1;Ice Class B,海洋石油616,HAI YANG SHI YOU 616,China,Zhanjiang,BSVQ,CSSC Huangpu Wenchong Shipbuilding Company Limited,China,2015/6/30,79,15M0086,Offshore Supply Ship/Stand-by  Ship,14,2007.11 M3,22,"Crane,2,1",★CSM,AUT-0;DP-2,"3,491",,,"Jiujiang Haitian Equipment Manufacture Co.,Ltd",,1*0.4*11 m2,
2736,9689990,5db852915235e727f055825f,Deckhouse:17.1,2020/8/5,MAN B&W 7G80ME-C9.2*1;,"Hyundai Heavy Industries Co., Ltd., Engine & Machinery Division, Korea",2015/2/28,7*800*25360*67.6,"107,770",95538,FEAW553D-8*1250*450*3;,"No.1 C.O.T(C)*(G27248.60)
;No.1 C.O.T(P)*(G17884.90)
;No.1 C.O.T(S)*(G17884.90)
;No.2 C.O.T(C)*(G33305.10)
;No.2 C.O.T(P)*(G21120.70)
;No.2 C.O.T(S)*(G21120.70)
;No.3 C.O.T(C)*(G33305.10)
;No.3 C.O.T(P)*(G21120.70)
;No.3 C.O.T(S)*(G21120.70)
;No.4 C.O.T(C)*(G33305.10)
;No.4 C.O.T(P)*(G21120.70)
;No.4 C.O.T(S)*(G21120.70)
;No.5 C.O.T(C)*(G32484.30)
;No.5 C.O.T(P)*(G13300.10)
;No.5 C.O.T(S)*(G13300.10)",327,60,30.6,7121,20.5,"165,209",,"1,upper deck","Associated Maritime Co.,( Hong Kong ) Ltd.",15*φ1.00,"7,Fr.No.,50-54,55-56,64,73,82,91,101",New Triumph Shipping Company Limited,★CSA,"BWMP;CM;COMPASS (D,R,F);CSR;ESP;Emergency Towing Arrangements;Equipped with Single Point Mooring Connecting installation;F.P. ≤ 60℃;GPR;In-Water Survey;Loading Computer (S, I, D);PSPC(B,C)",凱昌,NEW TRIUMPH,"Hong Kong, China",Hong Kong,VROS9,"Shanghai Waigaoqiao Shipbuilding Co., Ltd.",China,2015/8/6,333,15M0109,"Oil Tanker, Double Hull",15.8,348742.40 M3,15,,★CSM,AUT-0;BWMS;IGS;PMS;SCM;VCS,"318,517",,,"Alfa Laval Qingdao Ltd., China",,1*0.7*/181 m2;1*0.7*274 m2;2*2*274 m2,
2737,9705316,5db852915235e727f0558260,"Deckhouse:18.48,Forecastle:13.92",2020/9/17,MAN B&W 6S50ME-B9.3*1;,"HuDong Heavy Machinery Co., Ltd.,China",2015/3/19,6*500*8130*108,"20,174",33960,FE 547B-8*720*450*3;,"NO.1 CARGO HOLD(C)*(G14270.30)
;NO.2 CARGO HOLD(C)*(G16805.60)
;NO.3 CARGO HOLD(C)*(G15631.30)
;NO.4 CARGO HOLD(C)*(G16805.60)
;NO.5 CARGO HOLD(C)*(G14033.40)",197,32.24,18.6,5625,11.3,"34,447",,1; Upper deck,SCORPIO MARITIME INDIA  PVT LTD,4*21.36 × 18.60; 1*18.69 × 18.60,"6; Fr.No.32,68,104,140,176,212",SBI Hydra Shipping Company Limited,★CSA,"BC-A(Holds Nos.2&4 may be Empty);CSR;ESP;Grab(20);In-Water Survey;Loading Computer (S, I, G);PSPC(B)",,SBI HYDRA,Marshall Islands,Majuro,V7MI2,"Nantong COSCO KHI Ship Engineering Co., Ltd.",China,2015/9/18,199.9,15M0132,Bulk Carrier,14.5,77546.20 M3,5,,★CSM,AUT-0;BWMS;GPR;SCM,"61,115",,,Alfa Laval Qingdao Ltd.,,1*0.64*14/331 m2,
2738,9712515,5db852925235e727f0558261,"Deckhouse:21.24,Forecastle:13.14",2020/11/26,HHM-MAN B&M 5S60ME-C8.2*1;,"Hu Dong Heavy Machinery Co., Ltd.",2015/5/23,5*600*8050*89,"21,646",17701,FE 547B-8*720*450*3;,"NO.1 CARGO HOLD*(G13957.80)
;NO.2 CARGO HOLD*(G17658.30)
;NO.3 CARGO HOLD*(G15352.99)
;NO.4 CARGO HOLD*(G15839.60)
;NO.5 CARGO HOLD*(G15942.06)",194.5,32.26,18.5,5228,11.3,"36,449",,"1,Upper Deck","Hong Kong Ming Wah Shipping Co., Ltd.",4*22.96x18.26; 1*19.68x18.26,"6; Fr. 35, 76, 114, 152, 193, 229",Pacific Advance Shipping Company Limited,★CSA,"BC-A (Holds Nos. 2 & 4 may be Empty);BWMP;BWMP(MEPC.127(53));CM;CSR;ESP;FTP;GPR;Grab( 20 );In-Water Survey;Loading Computer (S, I, G);PSPC(B)",明進,PACIFIC ADVANCE,"Hong Kong, China",Hong Kong,VROQ5,"Chengxi Shipyard Co.,Ltd.",China,2015/11/27,199.9,15M0155,Bulk Carrier,14.4,78750.75 M3,5,"E/R Overhead Crane,4,1;Provision Crane,4,1;Crane,30,4",★CSM,AUT-0;BWMS;EEDI (II);PMS;SCM,"63,507",,,"Saacke Qingdao Marine Boiler Co., Ltd.",2015/5/15,1*0.6*13.7/249.8 m2,
2739,9722687,5db852935235e727f0558262,"Deckhouse:5.4,Forecastle:19.05",2020/12/6,8S90ME-C*1;,"DOOSAN ENGINE CO., LTD., KOREA",2015/7/11,8*900*45300*84,"52,015",30399,HSJ7 807-10P*3300*6600*2; HSJ7 917-10P*4300*6600*2;,"NO.1 CONT. HOLD*(B17575.60)
;NO.2 CONT. HOLD*(B24436.90)
;NO.3 CONT. HOLD*(B28442.80)
;NO.4 CONT. HOLD*(B29964.80)
;NO.5 CONT. HOLD*(B29964.80)
;NO.6 CONT. HOLD*(B29592.10)
;NO.7 CONT. HOLD*(B22512.10)",286,48.2,25,5836,12.5,"94,440",,"2/ Upper deck, 2nd deck",CMA CGM International Shipping Company Pte. Ltd.,"1*1254x4342
1254x4342; 3*12.54x43.42
12.54x43.42; 1*12.54x43.42
12.54x43.40; 1*12.54x23.03 12.54x33.10 12.54x43.42
; 1*12.54x13.20
12.54x13.20
12.54x43.42
12.54x43.42","11/12, 46, 90, 124, 158, 192, 204, 238, 274, 328, 330","XINTIAN INTERNATIONAL SHIP LEASE Co., Ltd.",★_CSA,"FTP;Green ship I;In-Water Survey;Loading Computer (S, I, D);PSPC(B)",,CMA CGM OHIO,Malta,Valletta,9HA4132,"Samsung Heavy Industries Co., Ltd.",Korea,2015/12/7,299.9,15M0178,Container Ship,22,182489.10 M3,7,,★_CSM_,AUT-0;BWMS;Clean;SCM,"110,552",,,"Kangrim Heavy Industries Co., Ltd., Korea",,1*0.6*56.31/965 m2,ho:1
2740,9807750,5db852945235e727f0558263,"Deckhouse:9,Forecastle:27.57",2024/4/29,7G80ME-C9.5*1;,"Dalian Marine Diesel Co., Ltd., China",2018/8/10,7*800*24200*58,"67,522",267811,HFC5 632-84K*1250*450*3;,"NO.1 Cargo Hold*(G26905.25)
;NO.2 Cargo Hold*(G30984.51)
;NO.3 Cargo Hold*(G30984.54)
;NO.4 Cargo Hold*(G30984.52)
;NO.5 Cargo Hold*(G30984.55)
;NO.6 Cargo Hold*(G30984.57)
;NO.7 Cargo Hold*(G30799.71)",355,65,30.4,7448,23,"203,951",,"1,Upper Deck","Hong Kong Ming Wah Shipping Co., Ltd.",6*26.90X21.12; 1*21.52X17.60,"9; Fr. No.50-54,61,75,89,103,117,131,145,159",Ore Zhanjiang HK Limited,★CSA,"BWMP;CM;COMPASS (R,D,F);Crew Accommodation(MLC);DFDR（H,m);EL100;ERS;ESP;FL(25);FTP;Grab*(30);Green ship I;HMS(G4,A1,C1);In-Water Survey;Loading Computer (S, I);PAUT(40%);PSPC(B,D);Strengthened for Heavy Cargoes;TOFD(40%)",,ORE ZHANJIANG,"Hong Kong, China",Hong Kong,VRRL8,"Qingdao Beihai Shipbuilding Heavy Industry Co., Ltd.",China,2019/4/30,361.9,15M0224,Ore Carrier,14.5,212627.65 M3,7,"E/R Overhead Crane,12.5,1;Provision Crane,12.5,2",★CSM,AMPS;AUT-0;BWMS;Clean;GPR;GWC;OMBO;PMS;SCM,"399,277",,,"Saacke Qingdao Marine Boiler Co., Ltd.",,1*0.7*/221 m2;1*0.7*35.6 m2,
2741,9795660,5db852955235e727f0558264,Deckhouse:10.40,2024/9/5,12S90ME-C10.5*1;,"CSSC-MES Diesel Co., Ltd.,Shanghai.,China",2019/1/31,12*900*57900*80,"130,371",54030,HSJ7 915-10P*4150*6600*4;,"No.1 Cargo Hold
;No.10 Cargo Hold
;No.11 Cargo Hold
;No.2 Cargo Hold
;No.3 Cargo Hold
;No.4 Cargo Hold
;No.5 Cargo Hold
;No.6 Cargo Hold
;No.7 Cargo Hold
;No.8 Cargo Hold
;No.9 Cargo Hold",386.23,58.6,33.5,7309,14.5,"215,553",,"2, Upper deck & 2nd deck","Shanghai Ocean Shipping Co.,Ltd.",9*14.55x53.6(A)/14.55x53.6(F); 1*14.55x48.29(A)/14.95x38.21(F); 1*14.4x53.6(A)/14.55x53.6(F),"12; Fr. Nos.: 12/14,95,113,149,185,221,257,293,344,380,416,454","Shanghai Ocean Shipping Co.,Ltd.",★CSA,"COMPASS (D,F);DFDR（H.m);ERS;FTP;Green ship II;Ice Class B;In-Water Survey;Loading Computer (S, I);PSPC(B);SOLAS II-2 Reg19;i-Ship(N,M,E,I)",,COSCO SHIPPING PLANET,"Hong Kong, China",Hong Kong,VRSU6,"Shanghai Waigaoqiao Shipbuilding Co., Ltd.",China,2019/9/6,399.9,15M0270,Container Ship,22,-,11,"Crane,5,2;Crane,12.5,3",★CSM,AUT-0;BWMS;CMS;GPR(EU);NEC(II);OMBO;SCM,"198,195",,,Alfa Laval Qingdao Ltd.,,1*0.700*/1170.00 m2;2*0.700*/96.00 m2;1*0.700*46.23 m2,dk:11782;ho:9455
2742,,5db852955235e727f0558265,,2024/9/7,,,,,163,,,,38.5,7.2,3.3,,,327,,,Zhoushan putuoxintong passenger freight service co. LTD,,,Zhoushan putuoxintong passenger freight service co. LTD,★CSA,R2,白沙欣,BAI SHA XIN,China,Zhoushan,BKVC6,"Zhoushan Hetai Ship Repairing & Buliding Co., Ltd.",China,2015/9/8,42.91,15M6296,Passenger Ship,,-,0,,★CSM,,68,,,,,,
2743,,5db852965235e727f0558266,,,71040868084077*1; 71040868124077*1;,"MAN Truck & Bus AG, Germany",2015/1/11,,32,,1*28*240*2;,,20.54,6,2.89,1400,,107,,,,,,阜新鑫大通投资管理有限公司,★_CSA,,鑫大通,XIN DA TONG,China,,,"Azimut Benetti S.P.A., Italy",,2015/9/11,23.99,15M6434,Yacht,,-,0,,★_CSM_,,,,,,,,
2744,9705146,5db852965235e727f0558267,"Deckhouse:18.48,Forecastle:13.92",2020/2/15,HHM-MAN B&W 6S50ME-B*1;,"Hudong Heavy Machinery Co.,Ltd.,Shanghai,China",2014/8/22,6*500*8130*108,"20,211",33960,FE 547B-8*720*450*3;,"NO.1 CARGO HOLD(C)*(G14270.30)
;NO.2 CARGO HOLD(C)*(G16805.60)
;NO.3 CARGO HOLD(C)*(G15631.30)
;NO.4 CARGO HOLD(C)*(G16805.60)
;NO.5 CARGO HOLD(C)*(G14033.40)",197,32.24,18.6,5626,11.3,"34,584",,1;Upper deck,Optimum Marine Management Ltd.,4*21.36×18.60; 1*18.69×18.60,"6;Fr.No.32,68,104,140,176,212",SBI Leo Shipping Company Limited,★CSA,"BC-A(Holds Nos. 2 & 4 may  be empty);CSR;ESP;Grab(20 );In-Water Survey;Loading Computer (S, I, G);PSPC(B)",,SBI LEO,Marshall Islands,Majuro,V7IV6,"Dalian COSCO KHI Ship Engineering Co.,Ltd.",China,2015/2/16,199.9,15N0018,Bulk Carrier,14.5,77546.20 M3,5,,★CSM,AUT-0;BWMS;GPR;SCM,"61,614",,,Alfa Laval Qingdao Ltd.,,1*0.6*14/331 m2,
2745,9723461,5db852985235e727f0558268,Forecastle:22.5,2020/3/19,16V32/40CD*2;,"MAN Diesel & Turbo SE, Germany",2014-04-01; 2014-05-01,16*320*8000*750,"16,502",2636,1FC5 506-6TA43*810*400*3; SB-HW4-1600*1600*400*2;,"Lower vehicle space*(G7979.52)
;Mid. vehicle space*(G23883.80)
;Upper vehicle space*(G22920.71)",164,28,14.95,2413,6.2,"33,458",,"5;No.3,5,7,8,9 decks","Bohai Ferry  Group Co., Ltd.",1*8.00x5.487; 1*50.87x3.66; 1*17.71x3.99,"6;Fr.Nos.7,32,76,184,196,210",Tianjin Bohai Ferry Financial Leasing Company Limited,★CSA,Ice Class B;PSPC(B),渤海玛珠,BO HAI MA ZHU,China,Yantai,BCIU,"Huanghai Shipbuilding Co.,Ltd.",,2015/3/20,179.5,15N0041,RO-RO Passenger Ship,20,54784.03 M3,3,,★CSM,MCC;SCM,"7,503",,,"Zhangjiagang Greens-shazhou Boiler  Co.,Ltd. China",,1*0.7*/197.00 m2;1*0.7*48.5 m2;1*0.7*48.50/197.00 m2,
2746,9733612,5db852995235e727f0558269,"Deckhouse:7.6,Forecastle:14.49",2020/8/19,5S60ME-C8.2*1;,"Shanghai Hu Dong Heavy Machinery Co., Ltd., China",2014/12/5,5*600*9010*99,"25,692",24361,FE 547A-8*560*450*3;,"No.1 Cargo Hold*(G11282.30)
;No.2 Cargo Hold*(G13464.80)
;No.3 Cargo Hold*(G13180.80)
;No.4 Cargo Hold*(G12549.40)
;No.5 Cargo Hold*(G13151.00)
;No.6 Cargo Hold*(G13236.50)
;No.7 Cargo Hold*(G12834.50)",221.5,32.26,19.8,5472,12.2,"41,872",,"1,Upper deck",Sinotrans Ship Management Limited,6*15.480*15.200; 1*15.480*13.600,8; Fr.Nos.38;68;98;128;158;188;218;246,TOP KENT LIMITED,★CSA,"BC-A(Holds Nos.2, 4 & 6 may be Empty);BWMP;CSR;ESP;Grab(20);In-Water Survey;Loading Computer (S, I, G);PSPC(B)",大捷,GREAT VICTORY,"Hong Kong, China",Hong Kong,VRNO3,"Jiangnan Shipyard (Group) Co., Ltd.",China,2015/8/20,225,15N0064,Bulk Carrier,14.4,89699.30 M3,7,"Crane,0.9,2;Crane,4,2",★CSM,AUT-0;BWMS;PMS;SCM,"79,933",,,"Saacke Qingdao Marine Boiler Co., Ltd.",,1*0.7*17.8/268.1 m2,
2747,9640487,5db8529a5235e727f055826a,"Deckhouse:17.8,Forecastle:15.24,Poop:25",2020/6/28,8N330-EN*1;,"Qingdao Zichai Boyang Diesel Engine Co.,Ltd",2011/6/15,8*330*3310*620,"1,438",2089,1FJZ 284-4SB43*200*400*3;,"No.1 Cargo Hold*(G2650.00)
;No.2 Cargo Hold*(G2650.00)",102,18.2,8,2424,5.6,"4,796",,"1,Upper deck",Tianjin Southwest Maritime Limited,2*32.2×11.43,"6；Fr.Nos.10,32,81,130,135,142",Tianjin Southwest Maritime Limited,★CSA,"Ice Class B;Loading Computer (S, I, D);Max. Vapour Pressure 1.75 MPa;Minimum Cargo Temperature -10 ℃;PSPC(B);Type 2PG;Type C Independent Tank",宏德,HONG DE,China,Tianjin,BQEA5,"Hubei Huahai Shipbuilding Industry Co.,Ltd.",China,2015/6/29,109.67,15N0087,Liquefied Gas Carrier,14.3,5300.00 M3,2,,★CSM,BRC,"4,191",,,"Jiangyin Sanjie Industry Co.,Ltd.",,1*0.7*13/110 m2,
2748,9765421,5db8529b5235e727f055826b,Forecastle:24.45,2020/8/6,,,,,"1,738",867,ARCB 595*400*690*1; DSG 114 M2-6W*2600*690*2; DSG 99 L1-6W*1900*690*2;,"No.1 Dry bulk TK(P)*(G64.70)
;No.1 Dry bulk TK(S)*(G64.70)
;No.2 Dry bulk TK(P)*(G64.70)
;No.2 Dry bulk TK(S)*(G64.70)
;No.3 Dry bulk TK(P)*(G64.70)
;No.3 Dry bulk TK(S)*(G64.70)",82.2,20,8.2,1174,6.54,"4,845",,"1,Upper deck",Shanghai Salvage Co.,6*,"6,Fr.No.15,29,60,78,105,122",Shanghai Salvage Co.,★CSA,AFS;BWMP(MEPC.127(53));FTP;Fire Fighting Ship 1;Ice Class B;PSPC(B);SPS;Water Spraying;Z-Propulsion,德澋,DE JING,China,Shanghai,BQIH,"Wuchang Shipbuilding Industry Group Co., Ltd.",China,2015/8/7,90.9,15N0110,Offshore Supply Ship/Stand-by  Ship/Oil Recovery Ship with Cargo Tank,15,388.20 M3,6,"Crane,5,2",★CSM,AUT-0;DP-2;Electrical Propulsion System,"4,995",,,"Zhangjiagang Greens-shazhou Boiler Co., Ltd Zhangjiagang China",,1*0.7* m2,
